pmts,acc,dev,cal,mu,train_ind
242671.164038328,1,1,1,71653.1310573789,TRUE
164001.296046603,1,2,2,1042775.61929619,TRUE
3224477.79346903,1,3,3,4362599.77314118,TRUE
3682530.82704855,1,4,4,10955670.088305,TRUE
10149368.6401737,1,5,5,20800545.123416,TRUE
28578274.6601507,1,6,6,33089166.751149,TRUE
29022300.6596921,1,7,7,46588740.242857,TRUE
56795754.4423632,1,8,8,59989022.5281184,TRUE
47360540.7611272,1,9,9,72148133.0401896,TRUE
99139254.5522246,1,10,10,82224253.2281322,TRUE
152360737.014329,1,11,11,89714082.8154313,TRUE
98356174.808554,1,12,12,94428574.4462804,TRUE
89241405.8036117,1,13,13,95809526.6049014,TRUE
115914220.429509,1,14,14,94837351.5485635,TRUE
81243923.4402225,1,15,15,91909014.2165101,TRUE
72630977.3775636,1,16,16,87455728.3299619,TRUE
70246590.7354186,1,17,17,81900579.3400337,TRUE
48662335.7067658,1,18,18,75630465.9846935,TRUE
111197070.750949,1,19,19,68980037.4252356,TRUE
56020381.1241027,1,20,20,62224870.0008851,TRUE
54158438.5178416,1,21,21,55581225.3390666,TRUE
37159811.179857,1,22,22,49210099.2409607,TRUE
43694897.1305045,1,23,23,43223738.3294896,TRUE
47909226.6023598,1,24,24,37693267.7855546,TRUE
55865699.5866146,1,25,25,32234699.0126448,TRUE
20463401.4633663,1,26,26,27375996.0199644,TRUE
23540907.7715191,1,27,27,23100971.1943953,TRUE
6532704.43080698,1,28,28,19377923.4403026,TRUE
6329424.27150444,1,29,29,16165243.9710789,TRUE
9205559.56807895,1,30,30,13415850.6765614,TRUE
4347635.92986116,1,31,31,11080566.3330964,TRUE
6456452.28203929,1,32,32,9110587.07824389,TRUE
3843227.48151213,1,33,33,7474129.61745476,TRUE
28691038.5045271,1,34,34,6119480.33503302,TRUE
9336004.53810109,1,35,35,5001593.22557942,TRUE
1719101.03683743,1,36,36,4081632.26617017,TRUE
3906633.42496465,1,37,37,3326406.28804173,TRUE
1096237.52937787,1,38,38,2707759.65969851,TRUE
85267520.2853324,1,39,39,2201961.83658923,TRUE
4428865.21527575,1,40,40,1789123.5710457,TRUE
540.803474536937,2,1,2,79785.1065762652,TRUE
174942.739695475,2,2,3,1161121.12189562,TRUE
3888270.78074633,2,3,4,4857714.97648761,TRUE
8541201.11229339,2,4,5,12199038.5166818,TRUE
37487123.8926264,2,5,6,23161216.8934697,TRUE
59895420.071164,2,6,7,36844484.7671226,TRUE
74645451.704799,2,7,8,51876136.4741154,TRUE
71455947.3902612,2,8,9,66797228.330178,TRUE
91521859.2180932,2,9,10,80336286.7601762,TRUE
90304103.2108999,2,10,11,91555954.5012343,TRUE
76751255.5521809,2,11,12,99895811.2952408,TRUE
128842232.696154,2,12,13,104464126.224938,TRUE
83990576.2185045,2,13,14,106097886.196346,TRUE
121934260.839615,2,14,15,105126389.451104,TRUE
132252006.581578,2,15,16,101982283.985482,TRUE
52555261.0554,2,16,17,97138005.3924744,TRUE
92802271.863773,2,17,18,91058855.8088085,TRUE
112342760.386879,2,18,19,84171736.2765989,TRUE
98721867.2932622,2,19,20,76847055.1702579,TRUE
77599285.4717481,2,20,21,69390832.279878,TRUE
52186025.2403813,2,21,22,62044102.9752327,TRUE
43794623.942296,2,22,23,54987114.2576518,TRUE
74524650.6988934,2,23,24,48346307.2066903,TRUE
54053355.0712617,2,24,25,41657503.3638325,TRUE
55622090.2638468,2,25,26,35624851.9016969,TRUE
13449586.1921555,2,26,27,30255154.6546194,TRUE
19566899.8899501,2,27,28,25530521.543349,TRUE
11955080.3016277,2,28,29,21415917.4389189,TRUE
8320645.68109895,2,29,30,17865357.5204341,TRUE
10786282.5758328,2,30,31,14826808.0089812,TRUE
6402369.11333539,2,31,32,12245919.6671463,TRUE
10321205.4077066,2,32,33,10088913.5481854,TRUE
9175313.42645446,2,33,34,8293297.62362582,TRUE
9376690.97037384,2,34,35,6803772.10934123,TRUE
1695924.05544574,2,35,36,5572013.65629698,TRUE
2482674.71790714,2,36,37,4556236.59040311,TRUE
1708495.32645609,2,37,38,3720628.21290522,TRUE
7784435.65312712,2,38,39,3034727.39228269,TRUE
202148.528731144,2,39,40,2472794.05308467,TRUE
329256.884997023,2,40,41,1977287.33956335,FALSE
5560.24536048652,3,1,3,88839.9869963596,TRUE
578130.495100221,3,2,4,1292897.75745054,TRUE
5541193.66349562,3,3,5,5409021.23043052,TRUE
6105419.9960049,3,4,6,13583517.8982201,TRUE
8567954.90315044,3,5,7,25789803.3346467,TRUE
36577058.2712643,3,6,8,41025997.0571058,TRUE
58966953.5021266,3,7,9,57763603.8547676,TRUE
